barcode,name,manufacturld,description,unitQty,Quantity,bIsWeighted,QtyInPackage,ItemPrice,AmountInStock
7290108351699,סנו ג'ט מטליות ניקוי50*3,807,סנו ג'ט מטליות3*,יחידה,1,0,1,19.9,79
7290108351743,"נוזל לניקוי כללי 750מ""ל",812,נוזל לניקוי כללי,מיליליטרים,750,0,1,15.9,60
7290108351750,נוזל לניקוי רצפות 2 ליטר,812,נוזל לניקוי רצפו,ליטרים,2,0,1,18.4,65
7290108351842,פוראבר בושם לכביסה 600מל,807,בושם לכביסה,מיליליטרים,600,0,1,19.9,47
7290108351941,רינגס סב.אסלה-יערות40*3ג,198,סבון אסלה 3 יח,גרמים,120,0,1,15,40
7290108351958,רינגס סב.אסלה-אוקיינוס3י,812,סבון אסלה 3 יח,גרמים,120,0,1,15,60
7290108351972,מבשם לבית מלון בוטיק200מ,812,מבשם אוויר לבית,מיליליטרים,200,0,1,11.9,80
7290108351989,מבשם לבית מלון מפנק200מל,812,מבשם אוויר לבית,מיליליטרים,200,0,1,11.9,21
7290108351996,מתז בייבי 99% חיטוי 750מ,810,מתז בייבי מחטא,מיליליטרים,750,0,1,14.9,66
7290108352092,מש.אורביטול פרוטקטיב145ג,540,משחת אורביטול,גרמים,145,0,1,17.9,68
7290108352153,סנובון נוזלי לוטוס750מל,812,סנובון נוזלי,מיליליטרים,750,0,1,10.9,40
7290108352214,מקסימה קפסולות פרש 40יח,807,קפסולות לכביסה,יחידה,1,0,1,31.9,97
7290108352252,ספארק ללא צבע+משאבה1ל,810,ספארק נוזל כלים,ליטרים,1,0,1,10.9,67
7290108352320,פרש הום מלון בוטיק 350מ,812,סנופרש הום,מיליליטרים,350,0,1,10.9,42
7290108352344,סנו פרש מילוי 250מל,812,סנו פרש מילוי,מיליליטרים,250,0,1,12.9,9
7290108352412,מבשם לבית ולטקסטיל 300 מ,812,מבשם לבית,מיליליטרים,300,0,1,14.9,22
7290108352436,סנובון מוצק מגנוליה/נרול,812,סנובון מוצק,גרמים,165,0,1,15.9,83
7290108352443,סנובון מוצק לוטוס/סחלב 3,812,סנובון מוצק,גרמים,165,0,1,15.9,50
7290108352450,ריצפז פרש הום ריח מרכך2ל,812,ריצפז פרש הום,ליטרים,2,0,1,19.9,3
7290108352641,מטלית הפלא 3 יחידות,604,מטליות הפלא 3 יח,יחידה,1,0,1,14.9,62
7290108352672,מטליות לרצפה סנו סושי2יח,604,מטליות לרצפה 2יח,יחידה,1,0,1,19.9,4
7290108352689,כריות קרצוף לכלוך קשה9י,809,כריות קרצוף,יחידה,1,0,1,9.6,32
7290108352795,שקיות מזון M זיפר 50 יח',866,שקיות מזון זיפר,יחידה,1,0,1,10,48
7290108352825,ספוג הפלא לנירוסטה 3יח,161,ספוג הפלא נירוסט,יחידה,1,0,1,10.9,47
7290108352849,מטלית הפלא לניקוי כללי י,263,מטלית הפלא,יחידה,1,0,1,14.9,92
7290108352900,מגבות הפלא גליל כפול 6יח,812,מגבות נייר,מטרים,126,0,1,19.9,19
7290108353068,2כרית קרצוף סיבי נירוסטה,861,כריות קרצוף 2 יח,יחידה,1,0,1,9.9,20
7290108353334,כיף שמפו למניעת קשקש700מ,951,כיף שמפו,מיליליטרים,700,0,1,10,42
7290108353341,כיף מרכך למניעת קשקש700מ,954,כיף מרכך שיער,מיליליטרים,700,0,1,10,53
7290108353501,שק.אשפה XXL עם ידיות25יח,805,שקיות אשפה XXL,יחידה,1,0,1,20,36
7290108353532,שקיות אשפה חזקות100יח,130,שקיות אשפה חזקות,יחידה,1,0,1,29.9,25
7290108353983,קרם גוף קלאסי קרמה 500מל,953,קרם גוף קלאסי,מיליליטרים,500,0,1,22.9,16
7290108353990,קרמה קרם גוף מאסק  500 מ,953,קרם גוף מאסק,מיליליטרים,500,0,1,22.9,7
7290108354034,סבון ידיים קרמה שיאה300מ,952,סבון ידיים קרמה,מיליליטרים,300,0,1,9.9,87
7290108354140,קרליין20 מגבוני דאו.ורוד,840,מגבוני דאודורנט,יחידה,1,0,1,9.9,15
7290108354157,קרליין 20מגבוני דאו.כתום,840,מגבוני דאודורנט,יחידה,1,0,1,9.9,15
7290108354430,שמפו שמן קוקוס קרטין700,951,שמפו כיף,מיליליטרים,0,1,1,10,31
7290108354447,מרכך שמן קוקוס קרטין 700,951,מרכך שיער כיף,מיליליטרים,0,1,1,10,12
7290108354973,סב.ידיים קרמה ורד 300מל,952,סבון ידיים קרמה,מיליליטרים,300,0,1,9.9,64
7290108355154,שמפו נקה 7 שמני הזנה 750,954,שמפו נקה 7,מיליליטרים,750,0,1,10.9,85
7290108355185,"מסכה קרטין נטורל 350מ""ל",951,מסכה נטורל פורמו,מיליליטרים,350,0,1,39.9,34
7290108355192,"מרכך קרטין נטורל 400 מ""ל",951,מרכך נטורל פורמו,מיליליטרים,400,0,1,29.9,16
7290108355208,"שמפו קרטין נטורל 400 מ""ל",951,שמפו נטורל פורמו,מיליליטרים,400,0,1,29.9,76
7290108355451,דאו.קרמה רול און ורד 75מ,952,דאודורנט קרמה,מיליליטרים,75,0,1,14.9,35
7290108355802,תח.רחצה קרמה ורד וניל700,954,תחליב רחצה קרמה,מיליליטרים,700,0,1,15,48
7290108356045,כיף תחליב רחצה גלידה 700,951,כיף תחליב רחצה,מיליליטרים,700,0,1,10,33
7290108356106,כיף תחליב רחצה שקדים700מ,951,כיף תחליב רחצה,מיליליטרים,700,0,1,10,23
7290108356113,כיף תחליב רח.חלב ודבש700,951,כיף תחליב רחצה,מיליליטרים,700,0,1,10,16
7290108356397,כיף תחליב רחצה מלבי 700,954,כיף תחליב רחצה,מיליליטרים,700,0,1,10,12
7290108356403,כיף תחליב רחצה חד קרן700,954,כיף תחליב רחצה,מיליליטרים,700,0,1,10,13
7290108357004,כיף שמפו מועשר בשמן 700מ,952,שמפו כיף,מיליליטרים,700,0,1,10,27
7290108357011,כיף מרכך מועשר בשמן700מל,952,מרכך שיער כיף,מיליליטרים,700,0,1,10,98
7290108357028,כיף תחליב רחצה+שמן700מל,954,כיף תחליב רחצה,מיליליטרים,700,0,1,10,11
7290108357707,כיף שמפו לשיער רגיל 700מ,951,כיף שמפו,מיליליטרים,700,0,1,10,61
7290108357714,כיף שמפו לשיער יבש700מ,951,כיף שמפו,מיליליטרים,700,0,1,10,72
7290108357745,"כיף 2ב1 שמפו ומרכך 700מ""",951,כיף 2in1 שמפו,מיליליטרים,700,0,1,10,77
7290108357769,כיף מרכך לשיער רגיל700מל,951,כיף מרכך שיער,מיליליטרים,700,0,1,10,69
7290108358070,תחליב רחצה קרמה קלאס700מ,954,קרמה תחליב רחצה,מיליליטרים,700,0,1,15,15
7290108358087,תחליב רחצה קרמה מאסק700מ,954,תחליב רחצה קרמה,מיליליטרים,700,0,1,15,69
7290108359831,בייבי כיף שמן גוף 500 מל,951,בייבי כיף שמן,מיליליטרים,500,0,1,20,0
7290108359855,בייבי כיף שמפו אלדמע750מ,951,שמפו בייבי כיף,מיליליטרים,750,0,1,15,92
7290108500820,חמאה ללא תוספת מלח 250גר,490,חמאה,גרמים,250,0,1,9.85,63
7290108501827,קדאיף שערות בצק 450 גרם,450,קדאיף שערות בצק,גרמים,450,0,1,19.9,39
7290108502862,מלפ.כבוש.במלח18-25 600ג,488,מלפפונים כבושים,גרמים,600,0,1,10,7
7290108506495,כנאפה קפוא 192 גרם,96,כנאפה קפוא,גרמים,192,0,1,10,19
7290108506532,גליליות ופל מילוי אגו400,96,גליליות וופל,גרמים,400,0,1,14.9,72
7290108506969,מאפה בורקס מים תורכי 300,386,מאפה בורקס מים,גרמים,300,0,1,11.9,4
7290109351025,חומוסטחינה צבר 400 גרם,800,חומוסטחינה צבר,גרמים,400,0,1,14.1,4
7290109351971,פיטנס פריכיות שוק.חלב84ג,112,פיטנס בר פריכיות,גרמים,84,0,1,12.9,11
7290109354019,מנה חמה קוסקוס+עדשים87ג,292,מנה חמה קוסקוס,גרמים,87,0,1,5.9,40
7290109354057,מאגדת לה פרוטה תפוז אננס,760,מאגדת לה פרוטה,גרמים,350,0,1,22.9,69
7290109354101,לחמית ללא גלוטן 200 גרם,292,לחמית ללא גלוטן,גרמים,200,0,1,9.9,28
7290109354972,פתי בר ל.גלוטן קלאסי200ג,293,פתי בר ללא גלוטן,גרמים,200,0,1,9.9,30
7290109358260,נקנקיות עם חלבון 600 גרם,292,נקניקיות ע.חלבון,גרמים,600,0,1,29.9,69
7290109358284,שניצל תירס עם חלבון 664,292,שניצל תירס,גרמים,664,0,1,29.9,55
7290109358734,קטשופ מופחת סוכר 710 גרם,292,קטשופ מופחת סוכר,גרמים,710,0,1,10,67
7290109358765,קראנץ' רולס 450 גרם,293,קראנץ' רולס,גרמים,450,0,1,23.9,71
7290109580012,בורגר אנטריקוט קלאסי 360,96,בורגר אנטריקוט ק,גרמים,360,0,1,23.9,56
7290109580036,שניצל תירס 1.25 קג,96,שניצל תירס 1.25,קילוגרמים,1.25,0,1,39.9,67
7290109580050,וונדרס נקנקיות צ'וריסוס,484,וונדרס נקנקיות צ,גרמים,226,0,1,34.9,67
7290109920580,אסטוניש מרסס+אקונומיק750,286,אסטוניש מרסס,מיליליטרים,750,0,1,11.9,37
7290109920603,אסטוניש קרם למטבח 500 מל,286,אסטוניש קרם,מיליליטרים,500,0,1,11.9,81
7290109920825,דורגול אספרסו מ.אבנית500,419,דורגול אספרסו,מיליליטרים,500,0,1,29.9,98
7290109920849,אסטוניש מרסס רב תכלית750,286,אסטוניש רב תכלית,מיליליטרים,750,0,1,11.9,45
7290110110017,פאנטה תות 1.5 ליטר,442,פאנטה תות,ליטרים,1.5,0,1,6.7,34
7290110110413,פריגת צלול ענבים 1.5ליטר,652,פריגת צלול ענבים,ליטרים,1.5,0,1,6.7,32
7290110110420,פריגת צלול תפוחים1.5ליטר,652,פריגת צלול תפוח,ליטרים,1.5,0,1,6.7,62
7290110110437,פריגת צלול אפרסק 1.5ליטר,650,פריגת צלול אפרסק,ליטרים,1.5,0,1,6.7,13
7290110110444,פריגת צלול אננס 1.5 ליטר,652,פריגת צלול אננס,ליטרים,1.5,0,1,6.7,79
7290110110574,סליק קולה זירו לימון330מ,442,סליק קולה זירו,מיליליטרים,330,0,1,5,55
7290110110581,קולה זירו נטול קפאין1.5ל,442,קולה זירו נטול,ליטרים,1.5,0,1,6.7,42
7290110110598,קולה זירו לימון 1.5 ליטר,442,קולה זירו לימון,ליטרים,1.5,0,1,6.7,43
7290110110611,ספרייט ליים 1.5 ליטר,96,ספרייט ליים,ליטרים,1.5,0,1,6.7,89
7290110110659,ספרייט ליים פחית 330מ,442,ספרייט ליים פחית,מיליליטרים,330,0,1,5,17
7290110110703,ספרייט ליים פחיות330*6מל,442,ספרייט ליים 6 פח,ליטרים,1.98,0,1,18.9,20
7290110110758,פיוז תה גרין לימ.נענ1.5ל,650,פיוז תה לימון,ליטרים,1.5,0,1,6.9,50
7290110111687,פריגת צלול מנגו 1.5 ליטר,652,פריגת צלול מנגו,ליטרים,1.5,0,1,6.7,90
7290110111694,פריגת צלול לימוננע 1.5 ל,652,פריגת צלול,ליטרים,1.5,0,1,6.7,2
7290110111809,"פאנטה אורנג פח330*6 מ""ל",442,פאנטה 6 פחיות,ליטרים,1.98,0,1,18.9,38
7290110112134,פיוז תה פירות יער 1.5 ל,650,פיוז תה פירות,ליטרים,1.5,0,1,6.9,84
7290110112325,פריגת אננס קוקוס 1.5ליטר,650,פריגת אננס קוקוס,ליטרים,1.5,0,1,6.7,9
7290110113339,סחוט אשכולית אדומה 2 ל,407,סחוט אשכולית,ליטרים,2,0,1,22.9,91
7290110113483,פיוז תה אפרסק19 קלור1.5.,650,פיוז תה אפרסק,ליטרים,1.5,0,1,6.9,29
7290110113865,פריגת משקה קל ענבים,650,פריגת משקה ענבים,ליטרים,1,0,1,5.5,74
7290110113872,פריגת משקה קל תפוזים1ל,650,פריגת משקה תפוזי,ליטרים,1,0,1,5.5,84
7290110320010,"מעדן סויה ביו ללת""ס 125ג",1060,"מעדן סויה ללת""ס",גרמים,125,0,1,4.2,98
7290110320683,משקה יוגורט תות 107*8ג,681,משקה יוגורט 8 יח,גרמים,856,0,1,17,36
7290110320867,פתיתי עמק 28% 500גרם,1058,פתיתי עמק,גרמים,500,0,1,31.9,89
7290110321031,יופלהGOמועשר בחלבון 200ג,1058,יופלה GO יוגורט,גרמים,200,0,1,5.6,39
7290110321277,קוטג' בקטנה 5% 100 גרם,1058,קוטג' בקטנה 5%,גרמים,100,0,1,2.6,26
7290110321284,קוטג' בקטנה 9% 100 גרם,1058,קוטג' בקטנה 9%,גרמים,100,0,1,2.6,16
7290110321680,יופלה GO תות 200 גרם,681,יופלה GO יוגורט,גרמים,200,0,1,5.7,0
7290110321796,יוגורט בכוס+קש אפרסק200ג,1058,יוגורט בכוס+קשית,גרמים,200,0,1,6.2,52
7290110322014,טופו בטעם טבעי 300 גרם,212,טופו טבעי300 גרם,גרמים,300,0,1,12.5,62
7290110322021,טופו בזיליקום 300 גרם,212,טופו בזיליקום,גרמים,300,0,1,12.5,54
7290110322038,טופו פיקנטי 300 גרם,212,טופו פיקנטי,גרמים,300,0,1,12.5,85
7290110322946,יופלה טיוב תות בננה58*6ג,1060,יופלה טיוב 6 יח,גרמים,348,0,1,11.9,64
7290110323066,משקה יוגורטGOבנ.אפרס250מ,1058,משקה יוגורט GO,מיליליטרים,250,0,1,6.3,66
7290110323073,משקה יוגוGO תות-פטל 250מ,1058,משקה יוגורט GO,מיליליטרים,250,0,1,6.3,39
7290110323585,יופלה GO דובדבן0.7% 200ג,1060,יופלה GO דובדבן,גרמים,200,0,1,5.7,98
7290110323592,יופלה GO אפרסק0.7% 200ג,1060,יופלה GO אפרסק,גרמים,200,0,1,5.7,73
7290110324612,יוגורט2% תות שמנת+קש200ג,1059,יוגורט עם קש,גרמים,200,0,1,6.2,71
7290110324711,ממרח סויה9% טעם טבעי250ג,1059,ממרח סויה 9%,גרמים,250,0,1,9.9,36
7290110324728,ממרח סויה 9%שום שמיר250ג,1059,ממרח סויה 9%,גרמים,250,0,1,9.9,70
7290110324773,משק.חלב גו וניל+חלבון340,1059,משקה חלב + חלבון,גרמים,340,0,1,7.7,41
7290110324841,מעדן שקדים שוקולד מריר12,1060,מעדן שקדים,גרמים,125,0,1,4.2,94
7290110324858,מעדן שקדים אגוזי לוז125ג,1060,מעדן שקדים,גרמים,125,0,1,4.2,48
7290110324872,גבינת גלבוע 5% פרוסות 20,1058,גלבוע 5%פרוסות,גרמים,200,0,1,17.9,61
7290110324926,"משקה סויה ללת""ס 1 ליטר",1059,"משקה סויה ללת""ס",ליטרים,1,0,1,10.9,60
7290110325084,מיני קרלו שוניל 100*8גרם,1059,מיני קרלו 8 יח,גרמים,800,0,1,14.9,18
7290110325305,מעדן סויה ביו במתיקות200,1059,מעדן גו סויה,גרמים,200,0,1,5.7,8
7290110325428,גבינה לבנה5% עם קרקר145ג,681,גבינה לבנה+קרקר,גרמים,145,0,1,5.5,89
7290110325435,גבינה לבנה+5%קרקר+קצח145,1058,גבינה לבנה+קרקר,גרמים,145,0,1,5.5,20
7290110325510,יופלה טיוב וניל 6יח58*גר,1059,יופלה טיוב וניל,גרמים,348,0,1,11.9,35
7290110325619,משקה שיבולת שועל 1 ליטר,1059,משקה שיבולת שועל,ליטרים,1,0,1,12.9,15
7290110325626,"משקה שקדים ללת""ס 1 ליטר",1058,"משקה שקדים ללת""ס",ליטרים,1,0,1,12.9,69
7290110325701,פיראוס צזיקי יווני9% 250,683,צזיקי יווני,גרמים,250,0,1,12.9,1
7290110325770,מעדן סויה גרנולה שוק170ג,1060,מעדן סויה גרנולה,גרמים,170,0,1,5.9,99
7290110325893,"אייס קפה GO תנובה 340מ""ל",1059,אייס קפה GO,מיליליטרים,340,0,1,7.7,94
7290110325909,יוגורט עם תות בתחתית150ג,1058,יופלה תות,גרמים,150,0,1,5,74
7290110325916,יוגורט+אפרסק בתחתית150גר,1058,יופלה אפרסק,גרמים,150,0,1,5,86
7290110326210,יופלה און טופ פצפוצים157,681,יופלה און טופ,גרמים,157,0,1,4.9,8
7290110326227,יופלה און טופ קורנפלק157,681,יופלה און טופ,גרמים,157,0,1,4.9,84
7290110326333,פרוסות גב.סקנדינבית 170ג,1058,גבינה סקנדינבית,גרמים,170,0,1,19.9,95
7290110326449,חמאה השף הלבן 250 גרם,1058,חמאה השף הלבן,גרמים,250,0,1,9.85,24
7290110326494,יוגורט גו עם קש,1060,יוגורט גו עם קש,יחידה,1,0,0,7.3,38
7290110326500,יוגורט גו עם קש,1060,יוגורט גו עם קש,יחידה,1,0,0,7.3,16
7290110326517,מעדן ש.שועל עם תות125ג,1060,מעדן שיבולת שועל,גרמים,125,0,1,4.5,68
7290110326531,מעדן שיבולת שועל מנגו125,1060,מעדן שיבולת שועל,גרמים,125,0,1,4.5,94
7290110326548,קוטג' מיורן+זעתר5% 250גר,1060,קוטג' מיורן זעתר,גרמים,250,0,1,5.7,65
7290110326814,גב.לבנה 5% בצל+סומק 250ג,1060,גבינה לבנה 5%בצל,גרמים,250,0,1,5.5,43
7290110326821,גב.לבנה סחוג ירוק5% 250ג,1060,גבינה לבנה+סחוג,גרמים,250,0,1,5.5,21
7290110326845,ממרח חמאה ללא מלח 200 גר,322,ממרח חמאה,גרמים,200,0,1,11.9,78
7290110326852,ממרח חמאה בתוספת מלח200ג,322,ממרח חמאה,גרמים,200,0,1,11.9,27
7290110326906,חלב נטול לקטוז 3% 1 ליטר,1060,חלב נטול לקטוז,ליטרים,1,0,1,7.4,0
7290110326937,יוגורט לבן1.5% 150גר,1058,יוגורט תנובה1.5%,גרמים,150,0,1,4.2,21
7290110326944,יוגורט לבן 3% 150גר,1058,יוגורט תנובה 3%,גרמים,150,0,1,4.2,7
7290110326951,יוגורט לבן 5%   150ג,1058,יוגורט תנובה 5%,גרמים,150,0,1,4.2,70
7290110326982,יולו משקה חלב +שוקולד 1ל,1058,יולו משקה חלב,ליטרים,1,0,1,12.8,29
7290110326999,יולו משקה חלב+שוקולד340מ,1058,יולו משקה חלב,מיליליטרים,340,0,1,6.8,35
7290110327026,יולו משקה חלב ש.מריר340מ,1058,יולו משקה חלב,מיליליטרים,340,0,1,6.8,90
7290110327163,מעדן חלב גו שוקולד 150גר,1058,מעדן חלב גו שוק.,גרמים,150,0,1,5.9,45
7290110327170,מעדן חלב גו וניל 150 גרם,1058,מעדן חלב גו וניל,גרמים,150,0,1,5.9,57
7290110327408,יופלה GO 25תות2.9% 200ג,1060,יופלה גו לייט,גרמים,200,0,1,5.7,48
7290110327507,משקה שיבולת שועל לייט 1ל,96,משקה ש.שועל לייט,ליטרים,1,0,1,12.9,69
7290110327644,יופלה דיאט מנגו פסיפל150,1060,יופלה דיאט,גרמים,150,0,1,5,2
7290110328023,משקה סויה ט.קפה,,משקה סויה ט.קפה,יחידה,1,0,0,6.9,2
7290110328153,קרלו מיני שוק.קצפת 83*8ג,1058,מיני קרלו 8 יח,גרמים,664,0,1,12.9,5
7290110328214,יוג.תנובה מועשר+Dסידן200,1060,יוגורט תנובה,גרמים,200,0,1,3.9,22
7290110328221,יוגורט נטול לקטוז 200גרם,1060,יוגורט תנובה,גרמים,200,0,1,3.9,94
7290110328238,חלב נטול לקטוז,1060,חלב נטול לקטוז,יחידה,1,0,0,8,4
7290110560836,מילקי בטעם פסק זמן 133 ג,1025,מילקי פסק זמן,גרמים,133,0,1,2.9,38
7290110561352,דנונה דל לקטוז 200 גרם,1023,דנונה דל לקטוז,גרמים,200,0,1,3.7,78
7290110561604,גמדים תות בננה 100*8 גרם,1023,גמדים תות בננה8י,גרמים,800,0,1,18.7,77
7290110563431,אייס קפה 1.6% קלאסי 230מ,277,משקה אייס קפה,מיליליטרים,230,0,1,7.9,53
7290110563462,חלב נטול לקטוז 2% 1 ליטר,685,חלב נטול לקטוז,ליטרים,1,0,1,7.9,32
7290110563851,אנרגי תחתית שוק.חלב24*6ג,1025,חטיפי אנרגי 6 יח,גרמים,144,0,1,10,5
7290110564360,חומוס עשיר ב40% טחינה400,1025,חומוס בטחינה,גרמים,400,0,1,12.9,27
7290110564513,עוגת אגוזי עם קרם 380גרם,1022,עוגת אגוזי,גרמים,380,0,1,16,20
7290110565435,לימבו פטל קו חלבי 125גרם,1025,לימבו פטל,גרמים,125,0,1,2.1,19
7290110565527,דנונה פרו 20ג חלבון 200ג,1025,דנונה פרו חלבון,גרמים,200,0,1,5.9,37
7290110565572,קפה טורקי+הל לדרך7*24גרם,1030,קפה טורקי לדרך,גרמים,168,0,1,18.9,27
7290110566418,רבע לשבע מריר 60% 120ג,438,רבע לשבע מריר,גרמים,120,0,1,10.9,24
7290110566623,קפסולות קולומביה מס' 8,1030,קפסולות מס' 8,גרמים,50,0,1,16.5,40
7290110566975,דנונ.פרו20ג חלבון תות200,1023,דנונה פרו חלבון,גרמים,200,0,1,5.9,28
7290110567309,פסק זמן בלונדי קרם חלב45,1025,פסק זמן בלונדי,גרמים,45,0,1,4.9,23
7290110568276,משקה פרו וניל יטבתה350מ,685,משקה פרו וניל,גרמים,350,0,1,6.5,28
7290110568559,דוריטוס חמוץ חריף 25*10ג,1028,דוריטוס 10 יח,גרמים,250,0,1,13.9,74
7290111340178,מטליות ניקוי בנחוח מרכך,494,מטליות ניקוי,יחידה,1,0,1,11.5,88
7290111340185,מטליות לרצפה בנחוח מרכך,494,מטליות לרצפה,יחידה,1,0,1,11.5,15
7290111341366,מפיות חד שכבתיות לבנות,734,מפיות אירוח,יחידה,1,0,1,7.9,12
7290111341540,32 טמפוני קוטקס נורמל,967,טמפוני קוטקס,יחידה,1,0,1,24.9,18
7290111342004,לילי נ.טואלט לח קידס56יח,494,נ.טואלט לח קידס,יחידה,1,0,1,7.9,53
7290111342042,כרית יפנית אנטיבקטריאלית,96,כריות יפניות,יחידה,1,0,1,12.9,13
7290111342059,מטליות לחות לחיטוי 50 יח,96,מטליות לחות50יח,יחידה,1,0,1,14.9,5
7290111342189,מפיות אירוח צבעוני 30X30,96,מפיות אירוח,יחידה,1,0,1,7.9,89
7290111342196,מגן תחתון נורמל אר ענק,494,מגני תחתון קוטקס,יחידה,1,0,1,24.9,29
7290111342547,מגן תחתון יאנג אר' ענק,494,מגני תחתון קוטקס,יחידה,1,0,1,24.9,78
7290111343117,קלינקס לושן ממחטות70*2,96,קלינקס ממחטות,יחידה,1,0,1,14.9,2
7290111343124,נייר טואלט לילי דאבל 24ג,96,נייר ט.לילי דאבל,מטרים,883,0,1,55.9,78
7290111343452,מטליות לחות לניקוי50יח,96,מטליות לחות,יחידה,1,0,1,12.9,84
7290111343797,מטליות לניקוי חלונות48יח,96,מטליות לחלונות,יחידה,1,0,1,12.9,85
7290111343827,מטליות ניקוי/קרצוף 6יח,494,מטליות ניקוי,יחידה,1,0,1,12.9,75
7290111343841,ספוגית הקסם נירוסטה3יח,96,ספוגית הקסם,יחידה,1,0,1,12.9,22
7290111343858,מטל.לניקוי+חיטוי רצפה10י,96,מטליות לרצפה,יחידה,1,0,1,13.9,86
7290111344077,מטליות לחיטוי+ניקוי50*3י,96,מטליות לחיטוי,יחידה,1,0,1,19.9,61
7290111344145,מטלית רצפה אנטיבקטראלי 2,96,מטלית רצפה,יחידה,1,0,1,24.9,50
7290111350719,נאצ'וס בסגנון מסעדות322ג,96,חטיף נאצ'וס,גרמים,322,0,1,16.9,69
7290111350726,נאצ'וס בסגנון מקסיקני322,96,חטיף נאצ'וס,גרמים,322,0,1,16.9,93
7290111350986,סוכריות גומי בננה 200גרם,517,סוכריות גומי,גרמים,200,0,1,9.9,61
7290111351433,עלי וופל דקים ט.חמאה100ג,96,עלי וופל דקים,גרמים,100,0,1,9.9,25
7290111351617,בייגלה בתוספת שומשום200ג,96,בייגלה + שומשום,גרמים,200,0,1,6.9,42
7290111351624,בייגלה בתוספת מלח 200גרם,96,בייגלה + מלח,גרמים,200,0,1,6.9,35
7290111351860,וופל במילוי קרמל 175 גרם,96,וופל במילוי קרמל,גרמים,175,0,1,9.9,49
7290111352935,סוכריות טופי ממולאות600ג,770,סוכריות טופי,גרמים,600,0,1,11.9,39
7290111352959,מקלות חמוצים יוגטה 80 גר,770,מקלות חמוצים,גרמים,80,0,1,4.5,51
7290111352973,קוביות חמוצות יוגטה 220ג,770,סוכריות קוביות,גרמים,220,0,1,6.9,40
7290111353154,סוכריות גומי נחשים 180גר,771,סוכריות גומי נחש,גרמים,180,0,1,9.9,46
7290111560583,"קמח תופח30%+ח.מלאה 1 ק""ג",293,קמח תופח פלוס,קילוגרמים,1,0,1,10.9,11
7290111563249,סלט חציל פיקנטי צבר400ג,800,סלט חציל פיקנטי,גרמים,400,0,1,12.9,17
7290111563492,סלט מטבוחה חריפה צבר400ג,800,סלט מטבוחה צבר,גרמים,400,0,1,11.5,52
7290111563751,פנה ריגאטה20%תוספת600גר,881,פנה ריגאטה,גרמים,600,0,1,6.9,9
7290111564741,ערגליות פטל 300 גרם,293,ערגליות פטל,גרמים,300,0,1,9.9,92
7290111565038,לה קרמריה קוקילידה 1.4 ל,393,להקרמריה קוקיליד,ליטרים,1.4,0,1,19.9,31
7290111566103,פלאפל מרכיבים ביתיים 590,510,פלאפל ביתי,גרמים,590,0,1,31.9,81
7290111566271,חטיפי תירס טבעול 657 גרם,510,חטיפי תירס טבעול,גרמים,657,0,1,29.9,14
7290111566318,שניצל דק מן הצומח 564 גר,510,שניצל דק מן הצומ,גרמים,564,0,1,31.9,24
7290111566332,נקניקיות וינר צמחונית680,510,נקנ' וינר צמחוני,גרמים,680,0,1,31.9,80
7290111566547,חזה בגריל צמחוני99קלוריו,510,חזה בגריל צמחוני,גרמים,560,0,1,31.9,28
7290111566561,שניצל ברוקולי 99 קלוריות,510,שניצל ברוקולי 99,גרמים,560,0,1,31.9,2
7290111566752,שניצל תירס 99 קלוריות 69,510,שניצל תירס 99,גרמים,693,0,1,31.9,28
7290111566776,טבעול נקניקיות קוקטייל צ,510,נקניקיות קוקטייל,גרמים,680,0,1,29.9,32
7290111568275,נודלס אטריות אורז רחב300,292,נודלס אטריות,גרמים,300,0,1,9.9,76
7290111568572,נתחי סויה דמויי עוף,511,נתחי סויהדמויעוף,גרמים,350,0,1,31.9,84
7290111569616,צבר חומוס+המון חריף375ג,800,חומוס+המון חריף,גרמים,375,0,1,12.9,94
7290111665356,"קש נאון עבה 8מ""מ 100 יחי",604,קש נאון,יחידה,1,0,1,4.9,18
7290111775383,קטרקס חול לחתולים 6ליטר,96,חול לחתולים,ליטרים,6,0,1,39.9,9
7290111930799,קראנצ'וס בצל 55 גרם,711,קראנצ'וס בצל,גרמים,55,0,1,3.5,91
7290111930911,פוף לבבות רגיל 40 גרם,711,פוף לבבות רגיל,גרמים,40,0,1,3.9,30
7290111930935,פוף טבעות קלאסי 40 גרם,711,פוף טבעות,גרמים,40,0,1,3.9,75
7290111933318,סבון פלמוליב לומינו750,940,סבון פמוליב,מיליליטרים,750,0,1,15,89
7290111933585,אפונת גינה עדינה 410 גרם,96,אפונה עדינה,גרמים,410,0,1,5.9,17
7290111933998,קוקי תבנית אינגליש עם ני,96,תבנית אינגליש+ני,יחידה,1,0,1,12.9,19
7290111935817,ליידי ספיד סטיק דרמה 45,96,ליידי ספיד סטיק,גרמים,45,0,1,19.9,47
7290111936296,סבון פלמוליב סנסיישן 750,940,סבון פלמוליב,מיליליטרים,750,0,1,15,77
7290111936487,קולגייט טוטל הלבנה 100*2,96,משחת קולגייט,מיליליטרים,200,0,1,26.9,43
7290112001641,"מסיר כתמים קליה 950 מ""ל",1003,קליה מסיר כתמים,מיליליטרים,950,0,1,15,84
7290112002099,קולון ג'ל כביסה 2.5 ליטר,1003,קולון ג'ל כביסה,ליטרים,2.5,0,1,25.9,92
