barcode,name,manufacturld,description,unitQty,Quantity,bIsWeighted,QtyInPackage,ItemPrice,AmountInStock
11210000094,"רוטב טבסקו 60 מ""ל",758,רוטב טבסקו,מיליליטרים,60,0,0,10.9,79
12300103138,כאמל צהוב בוקס פקט,151,כאמל בוקס חביל,יחידה,1,0,0,299.9,76
12300119139,וינסטון כחול בוקס פקט,151,וינסטון בוקס,יחידה,1,0,0,299.9,46
16000423534,קראנצי שיבולת ושוקולד5יח,375,חטיף נייצ'ר ואלי,גרמים,210,0,0,19.9,1
16000548404,חטיף נייטשר ואלי ש.שועל5,375,חטיף נייטשר ואלי,גרמים,210,0,0,19.9,67
16000548503,נייטשר וואלי מייפל 5יח,375,חטיף נייטשר ואלי,גרמים,210,0,0,19.9,31
18000701223,תערובת לעוגת שוקולד500גר,375,תערובת לעוגה,גרמים,500,0,0,17.9,57
18000703494,תערובת לעוגת וניל 500גרם,375,תערובת לעוגה,גרמים,500,0,0,17.9,90
22200956932,ספיד סטיק ג'ל 24/7 כחול,940,דאודורנט ג'ל,גרמים,85,0,0,19.9,80
22200956949,ספיד סטיק ג'ל24/7- כתום,940,דאודורנט,גרמים,85,0,0,19.9,32
25675120020,םרג 100 לטפ םעטב םיצוצמח,602,חמצוצים פטל,גרמים,100,0,0,7.9,20
25675120037,םרג 100 תות םעטב םיצוצמח,602,חמצוצים תות,גרמים,100,0,0,7.9,5
25675120068,םרג100 הלוק םעטב םיצוצמח,602,חמצוצים קולה,גרמים,100,0,0,7.9,66
25700005681,זיפלוק שקיות בינוניות20י,96,שקיות אחסון,יחידה,1,0,1,15.9,13
30000315958,קוואקר חלבון בננ.אגוז366,937,קוואקר פרוטאין,גרמים,366,0,1,21.3,70
3014260022730,2מברשות אדוונטג' מדיום40,172,זוג מברשות,יחידה,1,0,0,18.9,10
3014260262693,מכשיר גילוח ונוס2+סכינים,895,מכשיר גילוח ונוס,יחידה,1,0,0,38.3,40
3045140105502,שוקולד חלב מילקה 100 גרם,666,שוקולד חלב מילקה,גרמים,100,0,0,6.9,72
3045140280902,שוק.מילקה אגוז/צימוק100ג,666,שוקולד מילקה,גרמים,100,0,0,6.9,39
3046920028004,שוק.מריר לינדט 70% 100ג,623,שוקולד אקסלנס,גרמים,100,0,0,14.9,82
3046920028363,שוק.מריר לינדט 85% 100ג,623,שוקולד לינדט 85%,גרמים,100,0,0,14.9,92
3046920028752,שוק.מריר לינדט מנטה 100ג,623,שוקולד לינדט,גרמים,100,0,0,14.9,14
3046920029681,שוק.מילד 85% אקסלנס100גר,623,שוקולד אקסלנס,גרמים,100,0,1,14.9,94
3046920029759,שוק.מריר לינדט 90% 100ג,624,שוקולד אקסלנס,גרמים,100,0,1,14.9,28
305213079004,קרם גוף וזלין להזנה 600,558,קרם גוף ואלין,מיליליטרים,600,0,1,19.9,59
3059943015104,מטהר נטול גז יסמין345מל,1003,אירוויק מבשם,מיליליטרים,345,0,0,14.9,11
3059943015128,אירוויק נטול גז לבנדר345,1003,אירוויק מבשם,מיליליטרים,345,0,0,14.9,77
3059943016507,מטהר ספריי לבנדר 240מל,1003,אירויק ספריי,מיליליטרים,240,0,0,10,55
308910525744,איטריות אורז ומיצ'לי454ג,604,איטריות אורז,גרמים,454,0,0,8.9,45
31290140176,שוק.מריר+שקדים סטיקס90ג,230,שוקולד גודייבה,גרמים,90,0,1,14.9,58
3141360054405,פיניש מפיץ ריח לימון,1003,מפיץ ריח למדיח,יחידה,1,0,1,16.9,55
3178530409673,עוגיות פלמיה קרמל 100גרם,775,עוגיות פלמיה קרמ,גרמים,100,0,1,11.9,3
3178530417418,דונאט שוקולד צ'יפס 180גר,774,דונאט שוקולד,גרמים,180,0,1,11.9,51
3179732348913,מים מינרלים מוגז פרייה1ל,762,פרייה מים מוגז,ליטרים,1,0,1,8.9,44
32147230,"מיץ לימון משומר 200 מ""ל",796,מיץ לימון משומר,מיליליטרים,200,0,0,6.9,69
3387390320244,דגני בוקר פיטנס+פירות375,792,דגני פיטנס,גרמים,375,0,0,19.9,12
3387390525960,קראנץ' דגני בוקר 500 גרם,792,קראנץ דגני בוקר,גרמים,500,0,0,22.9,56
3387390730852,דגני בוקר פיטנס 375 גרם,792,דגני פיטנס,גרמים,375,0,0,19.9,45
34000544028,טוויזלרס ממתק טעם תות198,96,טוויזלרס טעם תות,גרמים,198,0,0,7.9,57
3574660089547,טמפוני או בה נורמל 32 יח,363,טמפוני או בה,יחידה,1,0,0,21.9,49
3574660115154,32 טמפוני או בה סופר,363,טמפוני או בה,יחידה,1,0,0,21.9,74
3574660239829,קרם ידיים ניוטרוג'ינה 75,371,קרם ידיים קליל,מיליליטרים,75,0,0,22.9,23
3574660464337,76 קרפרי מבושם מגה פק,363,מגן תחתון קרפרי,יחידה,1,0,0,19.9,93
3574660464429,76 קרפרי אוורירי מגה פק,363,מגן תחתון קרפרי,יחידה,1,0,0,19.9,97
3574660514643,"קרם רב""ש ניוטרוג'ינה 300",372,"קרם רב""ש",מיליליטרים,300,0,0,24.9,5
3574660571769,שפתון לחות ניוטרוג'ינה,371,שפתון ניוטרוגינה,יחידה,1,0,0,22.9,35
3574661248318,מי פה ליסטרין אדוונס500מ,371,מי פה ליסטרין,מיליליטרים,500,0,1,19.9,62
3574661359885,32טמפוני או-בה פרוקומפור,371,טמפוני או-בה,יחידה,1,0,1,21.9,4
3574661392493,קרם גוף הידרו בוסט 200מל,96,קרם גוף הידרו,מיליליטרים,200,0,1,24.9,36
3574661487328,מגן תחתון קרפרי 56 יח',363,מגני תחתון קרפרי,יחידה,1,0,1,16.9,66
3574661487625,קרפרי 48מגן תחתון מקסיL,363,מגן תחתון קרפרי,יחידה,1,0,1,16.9,24
3574661487632,קרפרי מגן לארג' פלוס64יח,363,קרפרי מגני תחתון,יחידה,1,0,1,19.9,23
3574661552576,56 קרפרי מגן רגיל טנגו,363,מגני תחתון קרפרי,יחידה,1,0,1,16.9,41
3574669907682,ג'ונסון בייבי טלק 500 גר,371,טלק ג'ונסון,גרמים,500,0,1,32.9,38
3574669907781,ג'ונסון שמפו גולד 750 מל,371,ג'ונסון שמפו,מיליליטרים,750,0,1,24.9,66
3574669908481,ג'ונסון אל סבון אמבט750מ,371,ג'ונסון אל סבון,מיליליטרים,750,0,1,21.9,17
36000516876,קלינקס לושן 3 שכבות 75יח,494,קלינקס לושן,יחידה,1,0,1,9.9,89
36000516890,קלינקס לושן 3 שכבות120יח,494,קלינקס לושן,יחידה,1,0,1,14.9,93
3600523192724,לוריאל תרסיס לכיסוי 75 מ,406,לוריאל מגיק,מיליליטרים,75,0,1,29.9,99
3600523439928,מי פנים עור רגיל פרח400מ,984,מי פנים,מיליליטרים,400,0,1,29.9,17
3600523651870,שמפו אלביב ארג'ינין500מל,956,אלביב שמפו,מיליליטרים,550,0,1,15,90
3600523651900,מרכך  אלביב ארג'ינין,956,אלביב מרכך,מיליליטרים,550,0,1,15,97
3600523652242,"שמפו אלביב קולור 550 מ""ל",956,אלביב שמפו,מיליליטרים,550,0,1,15,17
3600523652259,מרכך אלביב קולור פרוטקט,956,אלביב מרכך,מיליליטרים,550,0,1,15,95
3600523652280,שמפו אלביב 6 שמנים,956,אלביב שמפו,מיליליטרים,550,0,1,15,23
3600523652297,מרכך אלביב 6 שמנים,956,אלביב מרכך,מיליליטרים,550,0,1,15,30
3600523755806,שמפו אלביב שמן קוקוס,956,שמפו אלביב,מיליליטרים,550,0,1,15,83
3600523756322,מרכך אלביב קוקוס,956,מרכך אלביב,מיליליטרים,550,0,1,15,24
3600523782567,שמפו אלביב דרים לונג500מ,956,אלביב שמפו,מיליליטרים,500,0,1,15,70
3600523782581,מרכך אלביב דרים לונג,956,אלביב מרכך,מיליליטרים,500,0,1,15,82
3600540308603,צבע לשיער קולור נטורלס 1,955,צבע לשיער גרנייה,יחידה,1,0,0,19.9,99
3600540308610,צבע שיער קולור נטורלס 3,955,צבע לשיער גרנייה,יחידה,1,0,0,19.9,51
3600540308641,צבע שיער קולור נטורלס 6,957,צבע לשיער גרנייה,יחידה,1,0,0,19.9,58
3600540308689,קולור נטורלס בלונד 10,955,צבע לשיער גרנייה,יחידה,1,0,0,19.9,37
3600540308696,צבע קולור נטורלס שחור2.1,955,צבע לשיער גרניה,יחידה,1,0,0,19.9,11
3600540308900,צבע קולור נטורלס 111,955,צבע ש.גרנייה,יחידה,1,0,0,19.9,46
3600541033399,דאו ספריי אינביזי קול,787,דאו.גרנייה,מיליליטרים,150,0,0,10,97
3600541740006,דאו ספריי אקשן קונטרול,787,דאו.גרנייה,מיליליטרים,150,0,1,10,48
3608580730248,קונפיטורת דובדבנים 370ג,276,קונפיטורת דובדבן,גרמים,370,0,1,16.9,51
3608580730255,קונפיטורת משמש 370 גרם,96,קונפיטורת משמש,גרמים,370,0,1,16.9,9
3614224051235,"דאו.אדידס A3 פרש 200 מ""ל",119,דאו.אדידס,מיליליטרים,200,0,1,13.9,94
37600207188,חמאת בוטנים קלאסי 462גרם,441,חמאת בוטנים,גרמים,462,0,0,18.5,44
37600207256,חמאת בוטנים+שברי בוטנ462,441,חמאת בוטנים,גרמים,462,0,0,18.5,38
3760032043419,"בורדו בוגרד 750 מ""ל",478,יין בורדו בוגרד,מיליליטרים,750,0,1,49.9,57
38000138638,פרינגלס פיצה 158 גרם,910,פרינגלס פיצה,גרמים,158,0,1,8.9,74
38000197840,פרינגלס חריף מתוק גלי137,911,חטיף פרינגלס,גרמים,137,0,1,8.9,99
38000202278,פרינגלס גלי ט.אוריגנל130,911,פרינגלס גלי בטעם,גרמים,130,0,1,8.9,73
3800020423578,קיט קאט צ'אנקי חלב 40גרם,760,קיט קאט צ'אנקי,גרמים,40,0,0,3.9,71
38000232152,פרינגלס ברביקיו 158 גרם,910,פרינגלס ברביקיו,גרמים,158,0,1,8.9,33
38000232169,פרינגלס מידי אורגינל67ג,910,פרינגלס אורגינל,גרמים,67,0,1,5.5,55
38000232176,פרינגלס שמנת בצל 158 גרם,910,פרינגלס שמנת בצל,גרמים,158,0,1,8.9,75
38000232183,פרינגלס אורגינל 149 גרם,910,פרינגלס אורגינל,גרמים,149,0,1,8.9,9
38000845253,פרינגלס מידי שמנת בצל71ג,910,פרינגלס שמנת בצל,גרמים,71,0,1,5.5,23
38527591053,דגנים מרובעים קינמון412ג,937,דגנים מרובעים,גרמים,412,0,0,19.9,87
38527591145,קפטן קראנצ' בוטנים 355ג,937,קפטן קראנצ' בוטנ,גרמים,355,0,0,19.9,67
40000512943,מ&מ'ס שוקולד 303 גרם,731,עדשים מ&מ'ס,גרמים,303,0,1,21.9,74
4000388563803,דאב תח. גוף רגיל-יבש 400,558,דאב תחליב גוף,מיליליטרים,400,0,1,20,68
4000417019004,שוק.ריטר חלב אגוז שלם100,267,שוקולד ריטר,גרמים,100,0,0,10.9,19
4000417025005,שוק.ריטר עם מרציפן 100גר,267,שוקולד ריטר,גרמים,100,0,0,8.9,91
4000417222008,שוק.חלב ריטר שברי אגו100,267,שוקולד ריטר,גרמים,100,0,1,8.9,99
4000417224002,שוק.ריטר מריר אגוזים100ג,267,שוקולד ריטר,גרמים,100,0,0,10.9,22
4001518003800,מקלות פריכים פלפל+מלח125,108,מקלות פריכים,גרמים,125,0,1,15.9,14
4002448017684,"סיליט באנג ספריי 750 מ""ל",1003,סיליט באנג ספריי,מיליליטרים,750,0,0,14.5,2
4002720005736,קפה פילטר מליטה 250 גרם,152,קפה פילטר מליטה,גרמים,250,0,0,18.4,72
40052403,חטיף קיט קאט אצבעות41ג,760,חטיף קיט קאט,גרמים,41,0,1,3.9,53
4005808366392,שפתון לבלו כחול,330,שפתון לבלו כחול,יחידה,1,0,1,9.9,48
4005808813063,תחל.לאחר גילוח-ע.רגיש100,330,ניוואה אפטר שייב,מיליליטרים,100,0,0,39.9,83
4005808890507,קרם לחות ניוואה סופט200מ,144,קרם ניוואה סופט,מיליליטרים,200,0,0,24.9,71
4005900036506,דאו.ניוואה בלק&וויט רול,144,דאודורנט ניוואה,מיליליטרים,50,0,0,13.9,8
4005900816016,דאו.ספרי ניוואה לאישה150,330,דאודורנט ניוואה,מיליליטרים,150,0,0,15.9,27
4005900816108,ניוואה רולאון יבש לגבר50,144,דאודורנט ניוואה,מיליליטרים,50,0,0,13.9,10
4005900828088,ניוואה רולאון פרש לגבר50,144,דאודורנט ניוואה,מיליליטרים,50,0,0,13.9,68
4005900828095,ניוואה רול און פרש לאישה,144,דאודורנט ניוואה,מיליליטרים,50,0,0,13.9,13
4008102002867,מילפורד משקה לימון400גרם,170,משקה לימון,גרמים,400,0,0,14.4,62
4008400230726,ביצת הפתעה מקסי 100 גרם,921,ביצת הפתעה מקסי,גרמים,100,0,1,19.9,71
4008400284620,חטיף שוקובון 46 גרם,921,חטיף שוקובון,גרמים,46,0,1,5,68
40084107,ביצת קינדר הפתעה 20 גרם,923,ביצת הפתעה,גרמים,20,0,1,5.5,30
4009300524588,חליטת פירות יער20שקיק3*ג,528,חליטת פירות יער,גרמים,60,0,0,12.9,46
4009300524625,חליטת צ'אי מאסלה20שק2*גר,528,חליטת צ'אי מאסלה,גרמים,40,0,0,12.9,39
4009300525684,חליטת לימון ג'ינג'ר20שק,528,חליטת לימון,גרמים,35,0,0,12.9,57
4009300595120,חליטת ג'ינג'ר מנגו 20 שק,528,חליטת ג'ינג'ר,יחידה,1,0,1,12.9,68
4009900013581,מסטיק סטיקס ספירמינט 5יח,997,מסטיק סטיקס,גרמים,65,0,0,9.9,69
4009900385824,מסטיק סטיקס פפרמינט 5 יח,997,מסטיק סטיקס,גרמים,65,0,0,9.9,43
4009900402965,אורביט וייט פירות 64גרם,996,אורביט בקבוקון,גרמים,64,0,0,10,7
4009900403023,מסטיק אורביט ויט מנטה64ג,996,אורביט בקבוקון,גרמים,64,0,0,10,8
4009900412056,מסטיק אורביט תפוח 64גרם,996,מסטיק אורביט,גרמים,64,0,1,10,18
4009900420129,אורביט פפרמינט בקבוקון64,96,אורביט פפרמינט,גרמים,64,0,1,10,67
4009900426039,מסטיק איירוויבז מנטה64ג,996,מסטיק איירוויבז,גרמים,64,0,1,10.9,82
4009900426121,מסטיק איירוויבז אוכמנ64ג,996,מסטיק איירוויבז,גרמים,64,0,1,10.9,9
4009900455299,סוכריות סקיטלס פירות174ג,995,סוכריות סקיטלס,גרמים,174,0,0,8.8,98
4009900458504,אורביט ווייט הדרים64גרם,96,אורביט ווייט,גרמים,64,0,1,10,64
4009900479998,אורביט אוכמניות בקבוק64ג,996,אורביט בקבוקון,גרמים,64,0,0,10,28
4009900482417,אורביט באבל מינט בקבוק64,996,אורביט באבל מינט,גרמים,64,0,0,10,49
4009900484091,מסטיק בקבוק M ספירמינ84,996,אורביט בקבוק,גרמים,84,0,0,13.5,63
4009900484305,מסטיק בקבוקMסוויטמינט84ג,994,אורביט בקבוק,גרמים,84,0,0,13.5,65
4009900487283,מסטיק סטיקס פירות 5 יח',997,מסטיק סטיקס,גרמים,65,0,0,9.9,39
4009900491044,איירוויבז Mאוכמניות 84גר,96,מסטיק איירוויבז,גרמים,84,0,1,13.5,1
4009900509770,מסטיק בקבוק M תות 84 גרם,994,אורביט בקבוק,גרמים,84,0,1,13.5,86
4009900512329,מסטיק 5 בוקס ספירמינט69ג,994,מסטיק פייב,גרמים,69,0,1,10.9,27
4009900512350,מסטיק 5 בוקס אבטיח69ג,994,מסטיק פייב,גרמים,69,0,1,10.9,77
4009900525138,מסטיק אורביט וויט תות64ג,96,אורביט ווייט תות,גרמים,64,0,1,10,7
4009900531122,מסטיק אורביט ספירמינט64ג,96,אורביט ספירמינט,גרמים,64,0,1,10,4
4009900534611,איירויבז מנטה+מלון64גרם,96,מסטיק אייוויבז,גרמים,64,0,1,10.9,1
40111216,חטיף באונטי 57 גרם,732,חטיף באונטי,גרמים,57,0,0,3.9,92
4011800628512,קורני חט.דגנים+שוקולד6יח,190,קורני חטיף דגנים,גרמים,150,0,0,11.9,59
4011800630515,קורני 6חט.דגנים+שוק+בננה,190,קורני חטיף דגנים,גרמים,150,0,0,11.9,17
4011800633516,6קורני+שוק.מריר58% קקאו,190,קורני חטיף דגנים,גרמים,138,0,0,11.9,8
4014400901191,בונבוניירה מרסי 250 גרם,223,בונבוניירת מרסי,גרמים,250,0,0,20,91
4014400907902,סוכ.וורטר ל.סוכר בוקס42ג,1017,סוכריות וורטר,גרמים,42,0,0,6.2,30
4014400910063,סוכריות חמאה וורטר135גרם,223,סוכריות וורטר,גרמים,135,0,0,8,78
4014400914696,סוכ.חמאה וורטר ל.סוכר80ג,223,סוכריות וורטר,גרמים,80,0,0,8,99
4014400923711,טופיפי 125 גרם,223,טופיפי,גרמים,125,0,1,10,63
4014400925319,ורטר פופקורן קרמל 140גר,96,ממתק קרמל ורטר,גרמים,140,0,1,15.9,18
4015000280372,דאו.רול און FA ספורט 50,456,דאודורנט FA,מיליליטרים,50,0,0,9.9,2
4015000519915,דאו.ספריי פינק פשיין 200,456,דאודורנט FA,מיליליטרים,200,0,0,9.9,58
4015000615884,"דאו.ספרי FA לימון 200מ""ל",456,דאודורנט FA,מיליליטרים,200,0,0,9.9,85
4015400269762,טמפקס פרל רגולר 20יחידות,895,טמפקס פרל,יחידה,1,0,0,20.9,49
4015400269793,טמפקס פרל סופר 18 יחידות,172,טמפקס פרל סופר,יחידה,1,0,0,20.9,91
4015400564034,מגן תח.אולוייז +L מגה פק,895,מגן תחתון אולויז,יחידה,1,0,0,19.9,8
4015400564454,68מגני תח.אולוייז מגה L,895,מגן תחתון אולויז,יחידה,1,0,0,19.9,68
4015400681670,18תחב.אולוייז לילה בטוח,895,תחבושות אולוייז,יחידה,1,0,0,19.9,15
4015400690405,18טמפקס קומפאק פרל סופר,895,טמפקס,יחידה,1,0,1,20.9,72
4015400731719,20 תח.אולוייז דואו לילה,895,תחבושות אולוייז,יחידה,1,0,1,19.9,16
4015400746812,80מגני תח.אולוייז מגה פק,895,מגן תחתון אולויז,יחידה,1,0,1,19.9,63
4015400755241,28תח.אולוייז דואו נורמל+,895,תחבושות אולוייז,יחידה,1,0,1,19.9,67
4015400755487,24 תח.אולוייז דואו לונג,895,תחבושות אולוייז,יחידה,1,0,1,19.9,49
4015400824725,טמפקס פלאש סופר 30 יח',895,טמפקס פלאש סופר,יחידה,1,0,0,27.9,46
4015400834960,68פמפרס מגה פק שלב6,895,פמפרס מגה פק,יחידה,1,0,1,69.9,80
4015600763251,שמפו הד&שולדרס קלאסי600מ,895,שמפו הד&שולדרס,מיליליטרים,600,0,0,23.9,63
4015600763299,"הד&שולדרס 2ב1- 600 מ""ל",895,שמפו הד&שולדרס,מיליליטרים,600,0,0,23.9,75
4015600763411,שמפו הד&שולדרס מנטול 600,895,שמפו הד&שולדרס,מיליליטרים,600,0,0,23.9,87
4015600763459,שמפו הד&שולדרס תפוח600מל,895,שמפו הד&שולדרס,מיליליטרים,600,0,0,23.9,11
4015600763534,הד&שולדרס מגע משי 600מ,895,שמפו הד&שולדרס,מיליליטרים,600,0,0,23.9,93
4015600807436,דאו.ג'ל PB-CW-,895,דאודורנט ג'ל,מיליליטרים,75,0,0,19.9,35
4017100198151,עוג.סנדוויץ היט וניל220ג,316,עוגיות סנדוויץ,גרמים,220,0,1,8.9,95
4017100280207,עוגיות פיק אפ שלשה 84 גר,96,עוגיות פיק אפ,גרמים,84,0,1,6.9,72
4017100364112,עוג.סנדוויץ היט קקאו220ג,316,עוגיות סנדוויץ,גרמים,220,0,1,8.9,76
4022025001905,בלו ווין מבעבע זהב 750מל,444,בלו ווין מבעבע,מיליליטרים,750,0,1,54.9,63
4022025002100,בלו ויין מבעבע רוזה750מל,444,בלו ויין מבעבע,מיליליטרים,750,0,1,54.9,88
4022025261002,בלו ווין מבית בלו נאן750,627,בלו ווין,מיליליטרים,750,0,1,49.9,51
4025700001023,שוק.חלב אגוזים מילקה100ג,666,שוקולד מילקה,גרמים,100,0,0,6.9,93
4033100013348,אל די ארוך חפ,151,אל די ארוך חפיסה,יחידה,1,0,0,26.5,13
4033100013355,אל די ארוך פקט,151,אל די ארוך חבילה,יחידה,1,0,0,249.9,86
4033100014499,אל די כחול חפ,151,אל די כחול חפיסה,יחידה,1,0,0,26.5,90
4033100014505,אל די כחול פקט,151,אל די כחול חבילה,יחידה,1,0,0,249.9,95
4033100014529,אל די סלימס חפ,151,אל די סלימס חפ.,יחידה,1,0,0,26.5,4
4033100014536,אל די סלימס 10 יח',151,אל די סלימס חב.,יחידה,1,0,0,249.9,37
4033100024146,וינסטון קוד חפ,151,ווינסטון קוד,יחידה,1,0,0,31.5,73
4033100024153,וינסטון קוד פקט,151,סיגריות ווינסטון,יחידה,1,0,0,299.9,54
4033100024252,וינסטון אקווה חפ,151,ווינסטון אקווה,יחידה,1,0,0,31.5,50
4033100024269,וינסטון אקווה פקט,151,סיגריות ווינסטון,יחידה,1,0,0,299.9,92
40345123,סוכריות סמארטיז גליל38גר,760,סוכריות סמארטיז,גרמים,38,0,0,3.9,8
4043041008716,סוכ.דרופס פירות יער 33גר,233,דרופס פירות יער,גרמים,33,0,0,4.9,65
4045787068238,פרוטאין קולור מס10',456,פרוטאין קולור,יחידה,1,0,0,17.9,3
4045787068245,פרוטאין קולור מס1000.0',456,פרוטאין קולור,יחידה,1,0,0,17.9,19
4045787068252,פרוטאין קולור מס1000.1',456,פרוטאין קולור,יחידה,1,0,0,17.9,87
4045787068375,פרוטאין קולור6 בלונד כהה,456,פרוטאין קולור,יחידה,1,0,0,17.9,80
4045787068535,פרוטאין קולור מס7.66',96,פרוטאין קולור,יחידה,1,0,0,17.9,38
4045787068610,פרוטאין קולור9 בלונד טבע,456,פרוטאין קולור,יחידה,1,0,0,17.9,53
4052197000017,"בירה בנדיקטינר 500 מ""ל",348,בירה בנדיקטינר,מיליליטרים,500,0,0,10.9,49
4053700292455,ויט 12רצועות שעווה צמחית,1003,רצועות שעווה ויט,יחידה,1,0,0,20,86
4066600999614,"בירה פאולנר חיטה 500 מ""ל",657,בירה פאולנר חיטה,מיליליטרים,500,0,1,10.9,83
4084500088917,פיירי לכלים לימון650מל,895,פיירי נוזל לכלים,מיליליטרים,650,0,0,10.9,58
4084500149526,טייד ג'ל כביסה 2.48 ליטר,895,טייד ג'ל,ליטרים,2.48,0,0,25.9,40
4084500739253,אורל בי White 3Dלובן75מל,895,משחת אורל בי,מיליליטרים,75,0,1,20,28
4084500853553,פיירי אורגינל 650מל,895,נוזל כלים פיירי,מיליליטרים,650,0,1,10.9,21
4101730002718,מוצרט 5 כדורים 100 גרם,96,מוצרט 5 כדורים,גרמים,100,0,1,10,22
4101730040024,שוקולד פיסטוק מוצרט100ג,987,שוקולד מוצרט,גרמים,100,0,1,10,46
4105120623941,"בירה ויינשטפן בק 500 מ""ל",475,בירה ויינשטפן,מיליליטרים,500,0,1,11.9,65
4105120624412,בירה ויינשטפן ויטוס500מל,475,בירה ויישטפן,מיליליטרים,500,0,1,11.9,90
42061939,"בירה בקס בקבוק 500 מ""ל",654,בירה בקס בקבוק,מיליליטרים,500,0,1,7.9,52
42101666,איירוייבז HP אקליפטוס35ג,994,מסטיק איירווייבז,גרמים,35,0,1,5.7,91
42138105,וינסטון סופר סלמס כחול ח,151,וינסטון סופר סלי,יחידה,1,0,0,31.5,99
42188889,מסטיק פייב אבטיח סטיקס40,997,מסטיק 5 אבטיח,גרמים,40,0,0,6.8,22
42400108153,דגנים ממותקים ט.פירות354,96,דגנים ממותקים,גרמים,354,0,1,19.9,15
4600659010854,"וודקה סטוליצ'ניה 700 מ""ל",241,וודקה סטוליצ'ניה,מיליליטרים,700,0,0,54.9,10
4603400000043,וודקה רוסקי,,וודקה רוסקי,מיליליטרים,700,0,0,59.9,5
4607086730782,גרעין חמנייה עם מלח 200ג,154,גרעין חמניה מלח,גרמים,200,0,1,11.9,95
46214731552,עוגיות שוקולד צ'יפס225גר,727,עוגיות ש.צ'יפס,גרמים,225,0,0,8.9,62
4631149937474,"פחם עץ אלון 5 ק""ג",166,פחם עץ אלון,קילוגרמים,5,0,1,49.9,26
4631149937481,"פחם עץ אלון לבן 3 ק""ג",166,פחם עץ אלון,קילוגרמים,3,0,1,26.9,43
4640018993374,פיניש קוואנטום לימון45טב,1003,פיניש 45 טבליות,יחידה,1,0,1,40,37
4640018993404,פיניש קוואנטום למדיח75טב,1003,פיניש 75 טבליות,יחידה,1,0,1,59.9,56
4710068001692,"מאסטר קפה לאטה 240 מ""ל",1048,מאסטר קפה,מיליליטרים,240,0,0,6.9,72
4710068001715,מאסטר קפה,,מאסטר קפה,מיליליטרים,240,0,0,6.9,90
4710068001739,מאסטר קפה,,מאסטר קפה,מיליליטרים,240,0,0,6.9,34
4710964104916,שמן שומשום,,שמן שומשום,מיליליטרים,370,0,0,19.9,3
4750021005725,"וודקה סטולי כשל""פ 700מ""ל",269,וודקה סטולי,מיליליטרים,700,0,1,69.9,11
4751007733229,פילה סלמון ר.עגבניות170ג,153,פילה סלמון ברוטב,גרמים,170,0,1,11.9,49
4751007733991,סלמון במיץ טבעי 200 גרם,153,סלמון במיץ טבעי,גרמים,200,0,1,11.9,13
4770209042274,חלב כחוש מרוכז וממותק397,906,חלב מרוכז ממותק,גרמים,397,0,1,7.9,17
4800888150080,דאו.דאב רול און ירוק 50,558,דאודורנט דאב,מיליליטרים,50,0,0,15,48
4800888150103,דאו.דאב רול און כחול 50,558,דאודורנט דאב,מיליליטרים,50,0,0,15,89
4800888209436,דאו.רקסונה סטיק טלק 50 ג,558,דאודורנט רקסונה,גרמים,50,0,1,15.9,2
482562200560,מסיר שומנים אסטוניש 750,287,מסיר שומנים,מיליליטרים,750,0,0,11.9,43
4891228430047,10 ס.גילוח אקסטרא 2 רגיש,1034,סכיני גילוח 10יח,יחידה,1,0,0,24.9,8
4891228430085,4 סכיני גילוח אקסטרים3-,1034,סכיני גילוח,יחידה,1,0,0,15,12
4891228430092,4סכינ.גילוח אקסטרים3 אשה,1034,סכיני גילוח,יחידה,1,0,0,15,36
4902430864596,6מברשות שיניים אורל בי,96,6מברשות שיניים,יחידה,1,0,1,10,44
4903001904192,"רוטב סויה יאמאסה 500 מ""ל",547,רוטב סויה יאמאסה,מיליליטרים,500,0,0,17.9,15
4903001930993,"רוטב טריאקי יאמאסה500מ""ל",547,רוטב טריאקי,מיליליטרים,500,0,1,17.9,43
50000014811,פריסקיז יבש מעדן בית2.86,766,פריסקיז לחתול,קילוגרמים,2.86,0,0,62.9,70
50000018406,פריסקיז נתחי ברביקיו 2.9,766,פריסקיז לחתול,קילוגרמים,2.9,0,0,62.9,23
50000170180,פריסקיז עוף ברוטב 156גרם,766,פריסקיז לחתול,גרמים,156,0,0,6.5,3
50000292592,פנסי פיסט סלמון וסול 85ג,766,פנסי פיסט 85גר,גרמים,85,0,1,4.9,49
50000420445,פריסקיז כבד ועוף 156 גרם,766,פריסקיז כבד ועוף,גרמים,156,0,0,6.5,33
50000423347,פריסקיז לח סלמון 156 גרם,766,פריסקיז לח לחתול,גרמים,156,0,0,6.5,22
50000429042,פנסי פיסט כבד ועוף 85גרם,766,פנסי פיסט חתול,גרמים,85,0,0,4.9,11
50000429448,פנסי פיסט סלמון לחתול85ג,766,פנסי פיסט לחתול,גרמים,85,0,0,4.9,90
50000429646,פנסי פיסט דג אוקיאנוס85ג,766,פנסי פיסט לחתול,גרמים,85,0,0,4.9,15
50000429844,פנסי פיסט הודו ועוף 85גר,766,פנסי פיסט לחתול,גרמים,85,0,0,4.9,9
50000445691,פריסקיז נ.עוף וסלמון156ג,766,פריסקיז נתחי עוף,גרמים,156,0,0,6.5,97
5000146048671,סילבו מטליות לכלי כסף,1003,מטליות ניקוי,גרמים,75,0,1,14.9,61
