PriceUpdateDate;ItemCode;ItemType;ItemName;ManufacturerName;ManufactureCountry;ManufacturerItemDescription;UnitQty;Quantity;bIsWeighted;UnitOfMeasure;QtyInPackage;ItemPrice;UnitOfMeasurePrice;AllowDiscount;ItemStatus
2017-02-07 14:12;11210000094;1;"רוטב טבסקו 60 מ""ל";ניצן;US;רוטב טבסקו;מיליליטרים;60.00;0;"100 מ""ל";0;10.90;18.17;1;1
2019-12-29 06:52;12300103138;1;כאמל צהוב בוקס פקט;jti;CH;כאמל בוקס חביל;יחידה;1.00;0;יחידה;0;299.90;299.90;0;1
2017-12-08 08:59;12300119139;1;וינסטון כחול בוקס פקט;jti;CH;וינסטון בוקס;יחידה;1.00;0;יחידה;0;299.90;299.90;0;1
2018-07-10 08:37;16000423534;1;קראנצי שיבולת ושוקולד5יח;ג'נרל מילס;ES;חטיף נייצ'ר ואלי;גרמים;210.00;0;100 גרם;0;19.90;9.48;1;1
2018-07-10 08:37;16000548404;1;חטיף נייטשר ואלי ש.שועל5;ג'נרל מילס;ES;חטיף נייטשר ואלי;גרמים;210.00;0;100 גרם;0;19.90;9.48;1;1
2018-07-10 08:37;16000548503;1;נייטשר וואלי מייפל 5יח;ג'נרל מילס;ES;חטיף נייטשר ואלי;גרמים;210.00;0;100 גרם;0;19.90;9.48;1;1
2017-01-02 17:28;18000701223;1;תערובת לעוגת שוקולד500גר;ג'נרל מילס;IL;תערובת לעוגה;גרמים;500.00;0;100 גרם;0;17.90;3.58;1;1
2017-01-02 17:28;18000703494;1;תערובת לעוגת וניל 500גרם;ג'נרל מילס;IL;תערובת לעוגה;גרמים;500.00;0;100 גרם;0;17.90;3.58;1;1
2018-03-06 11:28;22200956932;1;ספיד סטיק ג'ל 24/7 כחול;קולגייט פלמוליב;US;דאודורנט ג'ל;גרמים;85.00;0;100 גרם;0;19.90;23.41;1;1
2018-03-06 11:28;22200956949;1;ספיד סטיק ג'ל24/7- כתום;קולגייט פלמוליב;US;דאודורנט;גרמים;85.00;0;100 גרם;0;19.90;23.41;1;1
2020-02-11 05:45;25675120020;1;םרג 100 לטפ םעטב םיצוצמח;ירוג;NL;חמצוצים פטל;גרמים;100.00;0;100 גרם;0;7.90;7.90;1;1
2020-02-11 05:45;25675120037;1;םרג 100 תות םעטב םיצוצמח;ירוג;NL;חמצוצים תות;גרמים;100.00;0;100 גרם;0;7.90;7.90;1;1
2020-02-11 05:45;25675120068;1;םרג100 הלוק םעטב םיצוצמח;ירוג;NL;חמצוצים קולה;גרמים;100.00;0;100 גרם;0;7.90;7.90;1;1
2020-07-17 05:33;25700005681;1;זיפלוק שקיות בינוניות20י;---;US;שקיות אחסון;יחידה;1.00;0;יחידה;1;15.90;15.90;1;1
2019-12-20 01:30;30000315958;1;קוואקר חלבון בננ.אגוז366;קוואקר אוטס קומפני;US;קוואקר פרוטאין;גרמים;366.00;0;100 גרם;1;21.30;5.82;1;1
2021-02-28 11:30;3014260022730;1;2מברשות אדוונטג' מדיום40;P&G;IE;זוג מברשות;יחידה;1.00;0;יחידה;0;18.90;18.90;1;1
2015-09-30 05:41;3014260262693;1;מכשיר גילוח ונוס2+סכינים;פרוקטר אנד גמבל;PL;מכשיר גילוח ונוס;יחידה;1.00;0;יחידה;0;38.30;38.30;1;1
2018-05-22 07:27;3045140105502;1;שוקולד חלב מילקה 100 גרם;מונדלייז;DE;שוקולד חלב מילקה;גרמים;100.00;0;100 גרם;0;6.90;6.90;1;1
2018-05-22 07:27;3045140280902;1;שוק.מילקה אגוז/צימוק100ג;מונדלייז;DE;שוקולד מילקה;גרמים;100.00;0;100 גרם;0;6.90;6.90;1;1
2018-05-22 07:27;3046920028004;1;שוק.מריר לינדט 70% 100ג;לינדט ושפרונגלי;FR;שוקולד אקסלנס;גרמים;100.00;0;100 גרם;0;14.90;14.90;1;1
2018-05-22 07:27;3046920028363;1;שוק.מריר לינדט 85% 100ג;לינדט ושפרונגלי;FR;שוקולד לינדט 85%;גרמים;100.00;0;100 גרם;0;14.90;14.90;1;1
2018-05-22 07:27;3046920028752;1;שוק.מריר לינדט מנטה 100ג;לינדט ושפרונגלי;FR;שוקולד לינדט;גרמים;100.00;0;100 גרם;0;14.90;14.90;1;1
2020-08-07 05:34;3046920029681;1;שוק.מילד 85% אקסלנס100גר;לינדט ושפרונגלי;DE;שוקולד אקסלנס;גרמים;100.00;0;100 גרם;1;14.90;14.90;1;1
2018-05-22 07:27;3046920029759;1;שוק.מריר לינדט 90% 100ג;לינדט ושפרונגלי קילשברג;DE;שוקולד אקסלנס;גרמים;100.00;0;100 גרם;1;14.90;14.90;1;1
2020-07-28 09:48;305213079004;1;קרם גוף וזלין להזנה 600;יוניליוור;US;קרם גוף ואלין;מיליליטרים;600.00;0;"100 מ""ל";1;19.90;3.32;1;1
2020-07-28 09:48;3059943015104;1;מטהר נטול גז יסמין345מל;רקיט בנקיזר;PL;אירוויק מבשם;מיליליטרים;345.00;0;"100 מ""ל";0;14.90;4.32;1;1
2020-07-28 09:14;3059943015128;1;אירוויק נטול גז לבנדר345;רקיט בנקיזר;PL;אירוויק מבשם;מיליליטרים;345.00;0;"100 מ""ל";0;14.90;4.32;1;1
2017-01-03 07:03;3059943016507;1;מטהר ספריי לבנדר 240מל;רקיט בנקיזר;GB;אירויק ספריי;מיליליטרים;240.00;0;"100 מ""ל";0;10.00;4.17;1;1
2020-07-28 09:13;308910525744;1;איטריות אורז ומיצ'לי454ג;כללי;TH;איטריות אורז;גרמים;454.00;0;100 גרם;0;8.90;1.96;1;1
2020-09-22 06:30;31290140176;1;שוק.מריר+שקדים סטיקס90ג;אולקר מקבוצת פלאדיס, ציק;TR;שוקולד גודייבה;גרמים;90.00;0;100 גרם;1;14.90;16.56;1;1
2018-04-10 07:06;3141360054405;1;פיניש מפיץ ריח לימון;רקיט בנקיזר;HU;מפיץ ריח למדיח;יחידה;1.00;0;יחידה;1;16.90;16.90;1;1
2020-07-10 05:34;3178530409673;1;עוגיות פלמיה קרמל 100גרם;סאן מישל צ'\אמפאגנאק;FR;עוגיות פלמיה קרמ;גרמים;100.00;0;100 גרם;1;11.90;11.90;1;1
2020-06-05 01:27;3178530417418;1;דונאט שוקולד צ'יפס 180גר;סאן מישל;FR;דונאט שוקולד;גרמים;180.00;0;100 גרם;1;11.90;6.61;1;1
2017-03-14 09:53;3179732348913;1;מים מינרלים מוגז פרייה1ל;נסטלה ווטרס ספלאי;FR;פרייה מים מוגז;ליטרים;1.00;0;ליטר;1;8.90;8.90;1;1
2018-02-20 07:20;32147230;1;"מיץ לימון משומר 200 מ""ל";סידג;CH;מיץ לימון משומר;מיליליטרים;200.00;0;"100 מ""ל";0;6.90;3.45;1;1
2019-07-24 11:23;3387390320244;1;דגני בוקר פיטנס+פירות375;סי. פי. צרפת;FR;דגני פיטנס;גרמים;375.00;0;100 גרם;0;19.90;5.31;1;1
2018-05-22 07:27;3387390525960;1;קראנץ' דגני בוקר 500 גרם;סי. פי. צרפת;FR;קראנץ דגני בוקר;גרמים;500.00;0;100 גרם;0;22.90;4.58;1;1
2019-07-24 11:23;3387390730852;1;דגני בוקר פיטנס 375 גרם;סי. פי. צרפת;FR;דגני פיטנס;גרמים;375.00;0;100 גרם;0;19.90;5.31;1;1
2020-02-11 05:45;34000544028;1;טוויזלרס ממתק טעם תות198;---;US;טוויזלרס טעם תות;גרמים;198.00;0;100 גרם;0;7.90;3.99;1;1
2021-02-28 11:20;3574660089547;1;טמפוני או בה נורמל 32 יח;ג'\ונסון אנד ג'\ונסון;GR;טמפוני או בה;יחידה;1.00;0;יחידה;0;21.90;21.90;1;1
2021-02-28 11:20;3574660115154;1;32 טמפוני או בה סופר;ג'\ונסון אנד ג'\ונסון;GR;טמפוני או בה;יחידה;1.00;0;יחידה;0;21.90;21.90;1;1
2021-03-01 06:20;3574660239829;1;קרם ידיים ניוטרוג'ינה 75;ג'ונסון;FR;קרם ידיים קליל;מיליליטרים;75.00;0;"100 מ""ל";0;22.90;30.53;1;1
2021-02-28 11:20;3574660464337;1;76 קרפרי מבושם מגה פק;ג'\ונסון אנד ג'\ונסון;GR;מגן תחתון קרפרי;יחידה;1.00;0;יחידה;0;19.90;19.90;1;1
2021-02-28 11:20;3574660464429;1;76 קרפרי אוורירי מגה פק;ג'\ונסון אנד ג'\ונסון;GR;מגן תחתון קרפרי;יחידה;1.00;0;יחידה;0;19.90;19.90;1;1
2021-02-28 11:20;3574660514643;1;"קרם רב""ש ניוטרוג'ינה 300";ג'ונסונס בייבי;PL;"קרם רב""ש";מיליליטרים;300.00;0;"100 מ""ל";0;24.90;8.30;1;1
2018-10-22 05:35;3574660571769;1;שפתון לחות ניוטרוג'ינה;ג'ונסון;FR;שפתון ניוטרוגינה;יחידה;1.00;0;יחידה;0;22.90;22.90;1;1
2021-03-03 09:10;3574661248318;1;מי פה ליסטרין אדוונס500מ;ג'ונסון;IT;מי פה ליסטרין;מיליליטרים;500.00;0;"100 מ""ל";1;19.90;3.98;1;1
2021-02-28 11:20;3574661359885;1;32טמפוני או-בה פרוקומפור;ג'ונסון;FR;טמפוני או-בה;יחידה;1.00;0;יחידה;1;21.90;21.90;1;1
2021-02-28 11:20;3574661392493;1;קרם גוף הידרו בוסט 200מל;---;FR;קרם גוף הידרו;מיליליטרים;200.00;0;"100 מ""ל";1;24.90;12.45;1;1
2020-05-27 08:21;3574661487328;1;מגן תחתון קרפרי 56 יח';ג'\ונסון אנד ג'\ונסון;GR;מגני תחתון קרפרי;יחידה;1.00;0;יחידה;1;16.90;16.90;1;1
2020-05-27 08:21;3574661487625;1;קרפרי 48מגן תחתון מקסיL;ג'\ונסון אנד ג'\ונסון;GR;מגן תחתון קרפרי;יחידה;1.00;0;יחידה;1;16.90;16.90;1;1
2021-02-28 11:20;3574661487632;1;קרפרי מגן לארג' פלוס64יח;ג'\ונסון אנד ג'\ונסון;GR;קרפרי מגני תחתון;יחידה;1.00;0;יחידה;1;19.90;19.90;1;1
2020-05-27 22:27;3574661552576;1;56 קרפרי מגן רגיל טנגו;ג'\ונסון אנד ג'\ונסון;GR;מגני תחתון קרפרי;יחידה;1.00;0;יחידה;1;16.90;16.90;1;1
2019-04-12 01:21;3574669907682;1;ג'ונסון בייבי טלק 500 גר;ג'ונסון;IT;טלק ג'ונסון;גרמים;500.00;0;100 גרם;1;32.90;6.58;1;1
2020-11-17 11:13;3574669907781;1;ג'ונסון שמפו גולד 750 מל;ג'ונסון;IT;ג'ונסון שמפו;מיליליטרים;750.00;0;"100 מ""ל";1;24.90;3.32;1;1
2020-07-28 09:48;3574669908481;1;ג'ונסון אל סבון אמבט750מ;ג'ונסון;IT;ג'ונסון אל סבון;מיליליטרים;750.00;0;"100 מ""ל";1;21.90;2.92;1;1
2021-03-02 16:30;36000516876;1;קלינקס לושן 3 שכבות 75יח;חוגלה קימברלי;US;קלינקס לושן;יחידה;1.00;0;יחידה;1;9.90;9.90;1;1
2021-03-02 16:30;36000516890;1;קלינקס לושן 3 שכבות120יח;חוגלה קימברלי;US;קלינקס לושן;יחידה;1.00;0;יחידה;1;14.90;14.90;1;1
2021-03-01 05:00;3600523192724;1;לוריאל תרסיס לכיסוי 75 מ;גרנייה טיפוח;BE;לוריאל מגיק;מיליליטרים;75.00;0;"100 מ""ל";1;29.90;39.87;1;1
2021-02-28 11:00;3600523439928;1;מי פנים עור רגיל פרח400מ;קרלסרו, גרמניה;DE;מי פנים;מיליליטרים;400.00;0;"100 מ""ל";1;29.90;7.48;1;1
2021-03-01 05:00;3600523651870;1;שמפו אלביב ארג'ינין500מל;קוסמטיקס;TR;אלביב שמפו;מיליליטרים;550.00;0;"100 מ""ל";1;15.00;2.72;1;1
2021-03-01 05:00;3600523651900;1;מרכך  אלביב ארג'ינין;קוסמטיקס;TR;אלביב מרכך;מיליליטרים;550.00;0;"100 מ""ל";1;15.00;2.72;1;1
2021-03-01 05:00;3600523652242;1;"שמפו אלביב קולור 550 מ""ל";קוסמטיקס;TR;אלביב שמפו;מיליליטרים;550.00;0;"100 מ""ל";1;15.00;2.72;1;1
2021-03-01 05:00;3600523652259;1;מרכך אלביב קולור פרוטקט;קוסמטיקס;TR;אלביב מרכך;מיליליטרים;550.00;0;"100 מ""ל";1;15.00;2.72;1;1
2021-03-01 05:00;3600523652280;1;שמפו אלביב 6 שמנים;קוסמטיקס;TR;אלביב שמפו;מיליליטרים;550.00;0;"100 מ""ל";1;15.00;2.72;1;1
2021-03-01 05:00;3600523652297;1;מרכך אלביב 6 שמנים;קוסמטיקס;TR;אלביב מרכך;מיליליטרים;550.00;0;"100 מ""ל";1;15.00;2.72;1;1
2021-03-01 05:00;3600523755806;1;שמפו אלביב שמן קוקוס;קוסמטיקס;TR;שמפו אלביב;מיליליטרים;550.00;0;"100 מ""ל";1;15.00;2.72;1;1
2021-03-01 05:00;3600523756322;1;מרכך אלביב קוקוס;קוסמטיקס;TR;מרכך אלביב;מיליליטרים;550.00;0;"100 מ""ל";1;15.00;2.72;1;1
2021-03-01 05:00;3600523782567;1;שמפו אלביב דרים לונג500מ;קוסמטיקס;FR;אלביב שמפו;מיליליטרים;500.00;0;"100 מ""ל";1;15.00;3.00;1;1
2021-03-01 05:00;3600523782581;1;מרכך אלביב דרים לונג;קוסמטיקס;FR;אלביב מרכך;מיליליטרים;500.00;0;"100 מ""ל";1;15.00;3.00;1;1
2020-09-02 08:54;3600540308603;1;צבע לשיער קולור נטורלס 1;קוסמופול;PL;צבע לשיער גרנייה;יחידה;1.00;0;יחידה;0;19.90;19.90;1;1
2020-09-02 08:54;3600540308610;1;צבע שיער קולור נטורלס 3;קוסמופול;PL;צבע לשיער גרנייה;יחידה;1.00;0;יחידה;0;19.90;19.90;1;1
2020-09-02 08:54;3600540308641;1;צבע שיער קולור נטורלס 6;קוסמפול;PL;צבע לשיער גרנייה;יחידה;1.00;0;יחידה;0;19.90;19.90;1;1
2020-09-02 08:54;3600540308689;1;קולור נטורלס בלונד 10;קוסמופול;PL;צבע לשיער גרנייה;יחידה;1.00;0;יחידה;0;19.90;19.90;1;1
2020-09-02 08:54;3600540308696;1;צבע קולור נטורלס שחור2.1;קוסמופול;PL;צבע לשיער גרניה;יחידה;1.00;0;יחידה;0;19.90;19.90;1;1
2020-09-02 08:54;3600540308900;1;צבע קולור נטורלס 111;קוסמופול;PL;צבע ש.גרנייה;יחידה;1.00;0;יחידה;0;19.90;19.90;1;1
2021-03-01 05:00;3600541033399;1;דאו ספריי אינביזי קול;סופרוקוס;FR;דאו.גרנייה;מיליליטרים;150.00;0;"100 מ""ל";0;10.00;6.66;1;1
2021-03-01 05:00;3600541740006;1;דאו ספריי אקשן קונטרול;סופרוקוס;FR;דאו.גרנייה;מיליליטרים;150.00;0;"100 מ""ל";1;10.00;6.66;1;1
2020-01-07 10:55;3608580730248;1;קונפיטורת דובדבנים 370ג;אנדורס;FR;קונפיטורת דובדבן;גרמים;370.00;0;100 גרם;1;16.90;4.57;1;1
2020-01-07 10:55;3608580730255;1;קונפיטורת משמש 370 גרם;---;FR;קונפיטורת משמש;גרמים;370.00;0;100 גרם;1;16.90;4.57;1;1
2021-02-28 11:00;3614224051235;1;"דאו.אדידס A3 פרש 200 מ""ל";COLEPCCL;PT;דאו.אדידס;מיליליטרים;200.00;0;"100 מ""ל";1;13.90;6.95;1;1
2018-02-20 07:20;37600207188;1;חמאת בוטנים קלאסי 462גרם;הורמל;US;חמאת בוטנים;גרמים;462.00;0;100 גרם;0;18.50;4.00;1;1
2018-02-20 07:20;37600207256;1;חמאת בוטנים+שברי בוטנ462;הורמל;US;חמאת בוטנים;גרמים;462.00;0;100 גרם;0;18.50;4.00;1;1
2021-02-28 11:50;3760032043419;1;"בורדו בוגרד 750 מ""ל";וינובלה;FR;יין בורדו בוגרד;מיליליטרים;750.00;0;"100 מ""ל";1;49.90;6.66;1;1
2018-05-22 07:27;38000138638;1;פרינגלס פיצה 158 גרם;פרינגלס מנופקצ'ורינג קונ;US;פרינגלס פיצה;גרמים;158.00;0;100 גרם;1;8.90;5.63;1;1
2020-11-13 05:33;38000197840;1;פרינגלס חריף מתוק גלי137;פרינגלס מניופקצ'\ורינג ק;US;חטיף פרינגלס;גרמים;137.00;0;100 גרם;1;8.90;6.50;1;1
2020-11-13 05:33;38000202278;1;פרינגלס גלי ט.אוריגנל130;פרינגלס מניופקצ'\ורינג ק;US;פרינגלס גלי בטעם;גרמים;130.00;0;100 גרם;1;8.90;6.85;1;1
2017-06-06 06:44;3800020423578;1;קיט קאט צ'אנקי חלב 40גרם;נסטלה;BG;קיט קאט צ'אנקי;גרמים;40.00;0;100 גרם;0;3.90;9.75;1;1
2020-03-27 01:24;38000232152;1;פרינגלס ברביקיו 158 גרם;פרינגלס מנופקצ'ורינג קונ;US;פרינגלס ברביקיו;גרמים;158.00;0;100 גרם;1;8.90;5.63;1;1
2020-04-03 05:34;38000232169;1;פרינגלס מידי אורגינל67ג;פרינגלס מנופקצ'ורינג קונ;US;פרינגלס אורגינל;גרמים;67.00;0;100 גרם;1;5.50;8.21;1;1
2020-03-27 01:24;38000232176;1;פרינגלס שמנת בצל 158 גרם;פרינגלס מנופקצ'ורינג קונ;US;פרינגלס שמנת בצל;גרמים;158.00;0;100 גרם;1;8.90;5.63;1;1
2020-03-27 01:24;38000232183;1;פרינגלס אורגינל 149 גרם;פרינגלס מנופקצ'ורינג קונ;US;פרינגלס אורגינל;גרמים;149.00;0;100 גרם;1;8.90;5.97;1;1
2017-02-07 16:32;38000845253;1;פרינגלס מידי שמנת בצל71ג;פרינגלס מנופקצ'ורינג קונ;US;פרינגלס שמנת בצל;גרמים;71.00;0;100 גרם;1;5.50;7.75;1;1
2017-11-07 09:08;38527591053;1;דגנים מרובעים קינמון412ג;קוואקר אוטס קומפני;US;דגנים מרובעים;גרמים;412.00;0;100 גרם;0;19.90;4.83;1;1
2017-11-07 09:08;38527591145;1;קפטן קראנצ' בוטנים 355ג;קוואקר אוטס קומפני;US;קפטן קראנצ' בוטנ;גרמים;355.00;0;100 גרם;0;19.90;5.61;1;1
2020-07-28 09:48;40000512943;1;מ&מ'ס שוקולד 303 גרם;מרס;US;עדשים מ&מ'ס;גרמים;303.00;0;100 גרם;1;21.90;7.23;1;1
2021-02-28 11:50;4000388563803;1;דאב תח. גוף רגיל-יבש 400;יוניליוור;DE;דאב תחליב גוף;מיליליטרים;400.00;0;"100 מ""ל";1;20.00;5.00;1;1
2020-07-28 09:13;4000417019004;1;שוק.ריטר חלב אגוז שלם100;אלפרד ריטר;DE;שוקולד ריטר;גרמים;100.00;0;100 גרם;0;10.90;10.90;1;1
2020-07-28 09:13;4000417025005;1;שוק.ריטר עם מרציפן 100גר;אלפרד ריטר;DE;שוקולד ריטר;גרמים;100.00;0;100 גרם;0;8.90;8.90;1;1
2020-07-28 09:13;4000417222008;1;שוק.חלב ריטר שברי אגו100;אלפרד ריטר;DE;שוקולד ריטר;גרמים;100.00;0;100 גרם;1;8.90;8.90;1;1
2020-07-28 09:13;4000417224002;1;שוק.ריטר מריר אגוזים100ג;אלפרד ריטר;DE;שוקולד ריטר;גרמים;100.00;0;100 גרם;0;10.90;10.90;1;1
2021-01-15 05:33;4001518003800;1;מקלות פריכים פלפל+מלח125;BEUKELAER DE GRRESSON;DE;מקלות פריכים;גרמים;125.00;0;100 גרם;1;15.90;12.72;1;1
2020-04-21 13:40;4002448017684;1;"סיליט באנג ספריי 750 מ""ל";רקיט בנקיזר;PL;סיליט באנג ספריי;מיליליטרים;750.00;0;"100 מ""ל";0;14.50;1.93;1;1
2015-09-30 05:45;4002720005736;1;קפה פילטר מליטה 250 גרם;Kaffee Melitta;DE;קפה פילטר מליטה;גרמים;250.00;0;100 גרם;0;18.40;7.36;1;1
2017-06-13 14:03;40052403;1;חטיף קיט קאט אצבעות41ג;נסטלה;DE;חטיף קיט קאט;גרמים;41.00;0;100 גרם;1;3.90;9.51;1;1
2020-07-28 08:45;4005808366392;1;שפתון לבלו כחול;ביירסדורץ;IL;שפתון לבלו כחול;יחידה;1.00;0;יחידה;1;9.90;9.90;1;1
2020-07-28 08:45;4005808813063;1;תחל.לאחר גילוח-ע.רגיש100;ביירסדורץ;DE;ניוואה אפטר שייב;מיליליטרים;100.00;0;"100 מ""ל";0;39.90;39.90;1;1
2021-02-28 11:10;4005808890507;1;קרם לחות ניוואה סופט200מ;HELLAS BEIERSDORF;ES;קרם ניוואה סופט;מיליליטרים;200.00;0;"100 מ""ל";0;24.90;12.45;1;1
2020-09-29 08:10;4005900036506;1;דאו.ניוואה בלק&וויט רול;HELLAS BEIERSDORF;DE;דאודורנט ניוואה;מיליליטרים;50.00;0;"100 מ""ל";0;13.90;27.80;1;1
2020-06-30 09:31;4005900816016;1;דאו.ספרי ניוואה לאישה150;ביירסדורץ;DE;דאודורנט ניוואה;מיליליטרים;150.00;0;"100 מ""ל";0;15.90;10.60;1;1
2020-09-29 08:10;4005900816108;1;ניוואה רולאון יבש לגבר50;HELLAS BEIERSDORF;DE;דאודורנט ניוואה;מיליליטרים;50.00;0;"100 מ""ל";0;13.90;27.80;1;1
2020-09-29 08:10;4005900828088;1;ניוואה רולאון פרש לגבר50;HELLAS BEIERSDORF;DE;דאודורנט ניוואה;מיליליטרים;50.00;0;"100 מ""ל";0;13.90;27.80;1;1
2020-09-29 08:10;4005900828095;1;ניוואה רול און פרש לאישה;HELLAS BEIERSDORF;DE;דאודורנט ניוואה;מיליליטרים;50.00;0;"100 מ""ל";0;13.90;27.80;1;1
2017-08-01 07:08;4008102002867;1;מילפורד משקה לימון400גרם;O.T.G;DE;משקה לימון;גרמים;400.00;0;100 גרם;0;14.40;3.60;1;1
2021-02-28 09:30;4008400230726;1;ביצת הפתעה מקסי 100 גרם;פררו;BE;ביצת הפתעה מקסי;גרמים;100.00;0;100 גרם;1;19.90;19.90;1;1
2019-12-10 11:31;4008400284620;1;חטיף שוקובון 46 גרם;פררו;BE;חטיף שוקובון;גרמים;46.00;0;100 גרם;1;5.00;10.87;1;1
2019-12-10 11:31;40084107;1;ביצת קינדר הפתעה 20 גרם;פררו אס.פי.אי;IT;ביצת הפתעה;גרמים;20.00;0;100 גרם;1;5.50;27.50;1;1
2020-08-25 10:27;4009300524588;1;חליטת פירות יער20שקיק3*ג;טיקנה;DE;חליטת פירות יער;גרמים;60.00;0;100 גרם;0;12.90;21.50;1;1
2020-08-25 10:27;4009300524625;1;חליטת צ'אי מאסלה20שק2*גר;טיקנה;DE;חליטת צ'אי מאסלה;גרמים;40.00;0;100 גרם;0;12.90;32.25;1;1
2020-08-25 10:27;4009300525684;1;חליטת לימון ג'ינג'ר20שק;טיקנה;DE;חליטת לימון;גרמים;35.00;0;100 גרם;0;12.90;36.86;1;1
2020-09-04 05:34;4009300595120;1;חליטת ג'ינג'ר מנגו 20 שק;טיקנה;DE;חליטת ג'ינג'ר;יחידה;1.00;0;יחידה;1;12.90;12.90;1;1
2016-05-30 10:55;4009900013581;1;מסטיק סטיקס ספירמינט 5יח;ריגלי צרפת;FR;מסטיק סטיקס;גרמים;65.00;0;100 גרם;0;9.90;15.23;1;1
2016-05-30 10:55;4009900385824;1;מסטיק סטיקס פפרמינט 5 יח;ריגלי צרפת;FR;מסטיק סטיקס;גרמים;65.00;0;100 גרם;0;9.90;15.23;1;1
2020-06-30 09:30;4009900402965;1;אורביט וייט פירות 64גרם;ריגלי פולין;PL;אורביט בקבוקון;גרמים;64.00;0;100 גרם;0;10.00;15.63;1;1
2020-06-30 09:30;4009900403023;1;מסטיק אורביט ויט מנטה64ג;ריגלי פולין;PL;אורביט בקבוקון;גרמים;64.00;0;100 גרם;0;10.00;15.63;1;1
2020-09-18 05:33;4009900412056;1;מסטיק אורביט תפוח 64גרם;ריגלי פולין;PL;מסטיק אורביט;גרמים;64.00;0;100 גרם;1;10.00;15.63;1;1
2020-06-30 09:30;4009900420129;1;אורביט פפרמינט בקבוקון64;---;PL;אורביט פפרמינט;גרמים;64.00;0;100 גרם;1;10.00;15.63;1;1
2019-01-17 09:47;4009900426039;1;מסטיק איירוויבז מנטה64ג;ריגלי פולין;PL;מסטיק איירוויבז;גרמים;64.00;0;100 גרם;1;10.90;17.03;1;1
2019-01-17 09:47;4009900426121;1;מסטיק איירוויבז אוכמנ64ג;ריגלי פולין;PL;מסטיק איירוויבז;גרמים;64.00;0;100 גרם;1;10.90;17.03;1;1
2016-10-25 14:39;4009900455299;1;סוכריות סקיטלס פירות174ג;ריגלי ממתקים;CZ;סוכריות סקיטלס;גרמים;174.00;0;100 גרם;0;8.80;5.06;1;1
2020-06-30 09:30;4009900458504;1;אורביט ווייט הדרים64גרם;---;PL;אורביט ווייט;גרמים;64.00;0;100 גרם;1;10.00;15.63;1;1
2020-06-30 09:30;4009900479998;1;אורביט אוכמניות בקבוק64ג;ריגלי פולין;PL;אורביט בקבוקון;גרמים;64.00;0;100 גרם;0;10.00;15.63;1;1
2020-06-30 09:30;4009900482417;1;אורביט באבל מינט בקבוק64;ריגלי פולין;PL;אורביט באבל מינט;גרמים;64.00;0;100 גרם;0;10.00;15.63;1;1
2017-12-05 07:59;4009900484091;1;מסטיק בקבוק M ספירמינ84;ריגלי פולין;PL;אורביט בקבוק;גרמים;84.00;0;100 גרם;0;13.50;16.07;1;1
2017-12-03 13:22;4009900484305;1;מסטיק בקבוקMסוויטמינט84ג;ריגלי;GB;אורביט בקבוק;גרמים;84.00;0;100 גרם;0;13.50;16.07;1;1
2016-05-30 10:55;4009900487283;1;מסטיק סטיקס פירות 5 יח';ריגלי צרפת;FR;מסטיק סטיקס;גרמים;65.00;0;100 גרם;0;9.90;15.23;1;1
2019-04-05 01:21;4009900491044;1;איירוויבז Mאוכמניות 84גר;---;PL;מסטיק איירוויבז;גרמים;84.00;0;100 גרם;1;13.50;16.07;1;1
2017-12-03 13:22;4009900509770;1;מסטיק בקבוק M תות 84 גרם;ריגלי;GB;אורביט בקבוק;גרמים;84.00;0;100 גרם;1;13.50;16.07;1;1
2019-01-17 09:47;4009900512329;1;מסטיק 5 בוקס ספירמינט69ג;ריגלי;RU;מסטיק פייב;גרמים;69.00;0;100 גרם;1;10.90;15.80;1;1
2019-01-17 09:47;4009900512350;1;מסטיק 5 בוקס אבטיח69ג;ריגלי;RU;מסטיק פייב;גרמים;69.00;0;100 גרם;1;10.90;15.80;1;1
2020-06-30 09:30;4009900525138;1;מסטיק אורביט וויט תות64ג;---;PL;אורביט ווייט תות;גרמים;64.00;0;100 גרם;1;10.00;15.63;1;1
2020-06-30 09:30;4009900531122;1;מסטיק אורביט ספירמינט64ג;---;PL;אורביט ספירמינט;גרמים;64.00;0;100 גרם;1;10.00;15.63;1;1
2020-03-20 01:27;4009900534611;1;איירויבז מנטה+מלון64גרם;---;IL;מסטיק אייוויבז;גרמים;64.00;0;100 גרם;1;10.90;17.03;1;1
2014-07-01 06:57;40111216;1;חטיף באונטי 57 גרם;מרס הולנד בי.וי.;NL;חטיף באונטי;גרמים;57.00;0;100 גרם;0;3.90;6.84;1;1
2020-07-28 09:13;4011800628512;1;קורני חט.דגנים+שוקולד6יח;Schwartauer;DE;קורני חטיף דגנים;גרמים;150.00;0;100 גרם;0;11.90;7.93;1;1
2020-07-28 09:13;4011800630515;1;קורני 6חט.דגנים+שוק+בננה;Schwartauer;DE;קורני חטיף דגנים;גרמים;150.00;0;100 גרם;0;11.90;7.93;1;1
2020-07-28 09:13;4011800633516;1;6קורני+שוק.מריר58% קקאו;Schwartauer;DE;קורני חטיף דגנים;גרמים;138.00;0;100 גרם;0;11.90;8.62;1;1
